"AIRPORT","LATITUDE","LONGITUDE","AIRPORT_IS_LATEST",
"01A",58.10944444,-152.90666667,1,
"03A",65.54805556,-161.07166667,1,
"04A",68.08333333,-163.16666667,1,
"05A",67.57000000,-148.18388889,1,
"06A",57.74527778,-152.88277778,1,
"07A",55.55472222,-133.10166667,1,
"08A",59.15694444,-151.82916667,1,
"09A",59.36277778,-153.43055556,1,
"1B1",42.29138889,-73.71027778,1,
"1B1",42.28888889,-73.71027778,0,
"1CA",38.19333333,-121.70361111,1,
"1G4",35.98611111,-113.81694444,1,
"1G4",35.99027778,-113.81638889,0,
"1G4",35.99027778,-113.81638889,0,
"1G4",35.98611111,-113.81694444,0,
"1GA",33.39000000,-84.33111111,1,
"1N7",40.97111111,-74.99750000,1,
"1NC",36.43944444,-77.70944444,1,
"1NY",42.63694444,-77.05277778,1,
"1NY",42.63722222,-77.05277778,0,
"1NY",42.63694444,-77.05277778,0,
"1TN",35.65638889,-88.19527778,1,
"1TX",35.85750000,-102.01333333,1,
"2CA",35.74555556,-119.23638889,1,
"2GA",31.21305556,-84.23527778,1,
"2NY",40.82750000,-73.71694444,1,
"3GA",31.39750000,-84.89472222,1,
"3NY",40.89861111,-72.41055556,1,
"3TX",32.57750000,-96.71750000,1,
"6B0",43.98472222,-73.09583333,0,
"6B0",43.98472222,-73.09583333,0,
"6B0",43.98555556,-73.09555556,0,
"6B0",43.98555556,-73.09555556,1,
"7AK",54.14472222,-165.60416667,1,
"8F3",33.62388889,-101.24083333,1,
"A01",64.36416667,-147.36138889,0,
"A01",64.36361111,-147.36388889,1,
"A02",57.06666667,-153.93777778,1,
"A03",58.45750000,-154.02333333,1,
"A04",57.27722222,-154.34222222,1,
"A05",61.96388889,-151.55583333,1,
"A06",65.65555556,-165.35638889,1,
"A07",66.76611111,-160.15277778,1,
"A07",66.76583333,-160.15250000,0,
"A08",56.59805556,-134.24277778,1,
"A09",60.48166667,-146.58416667,1,
"A09",60.48222222,-146.58222222,0,
"A09",60.48166667,-146.58416667,0,
"A09",60.48222222,-146.58222222,0,
"A11",60.78388889,-159.54027778,1,
"A12",60.78527778,-158.86444444,1,
"A13",61.39027778,-157.99555556,1,
"A14",61.18888889,-159.85833333,1,
"A15",70.71555556,-154.40694444,1,
"A15",70.71861111,-154.38833333,0,
"A16",70.74694444,-155.36083333,1,
"A17",58.06555556,-153.07250000,1,
"A18",63.54111111,-150.99500000,1,
"A18",63.54166667,-150.99388889,0,
"A18",63.54111111,-150.99500000,0,
"A18",63.54166667,-150.99388889,0,
"A1K",70.13611111,-146.29000000,1,
"A1L",34.26861111,-86.85805556,1,
"A20",70.34416667,-150.94472222,1,
"A21",65.85138889,-164.70277778,1,
"A22",53.97277778,-166.85694444,1,
"A23",59.77611111,-151.96361111,1,
"A24",59.33166667,-135.89666667,1,
"A25",59.28833333,-136.17388889,1,
"A26",68.48333333,-155.73333333,1,
"A27",64.44000000,-144.93638889,1,
"A28",57.25388889,-154.42222222,1,
"A29",57.32305556,-153.14944444,1,
"A2K",58.23305556,-157.36638889,1,
"A2L",34.47361111,-85.72138889,1,
"A30",57.96388889,-153.05833333,1,
"A31",58.98277778,-153.18333333,1,
"A34",58.36194444,-152.31222222,1,
"A35",70.17277778,-146.83611111,1,
"A36",55.56027778,-131.65555556,1,
"A37",61.89888889,-161.43972222,1,
"A37",61.89888889,-161.43805556,0,
"A38",64.09722222,-143.26666667,1,
"A39",61.86611111,-141.15972222,1,
"A3K",70.76583333,-154.23083333,1,
"A40",71.05694444,-154.72833333,1,
"A41",70.57472222,-152.25888889,1,
"A41",70.57611111,-152.27111111,0,
"A42",70.35833333,-153.19666667,1,
"A43",57.78083333,-152.39111111,1,
"A45",57.81666667,-134.58333333,1,
"A46",57.70000000,-134.26666667,1,
"A47",57.61666667,-134.36666667,1,
"A48",57.15000000,-153.15000000,1,
"A49",70.28444444,-152.21194444,1,
"A4K",64.42138889,-149.89444444,1,
"A50",58.56250000,-152.59611111,1,
"A51",64.35277778,-151.27500000,1,
"A52",59.96388889,-152.68222222,1,
"A53",64.33333333,-147.50000000,1,
"A54",53.68333333,-166.75000000,1,
"A56",56.03666667,-160.26611111,1,
"A57",58.26666667,-157.53333333,1,
"A58",64.50000000,-151.66666667,1,
"A59",68.48777778,-155.75750000,1,
"A5K",63.02444444,-145.50055556,1,
"A5K",63.02444444,-145.50055556,1,
"A61",54.58333333,-164.91250000,0,
"A61",54.58250000,-164.91444444,1,
"A62",60.86777778,-157.39194444,1,
"A63",65.31111111,-143.13527778,0,
"A63",65.31138889,-143.13555556,0,
"A63",65.31166667,-143.13416667,0,
"A63",65.31138889,-143.13555556,0,
"A63",65.31166667,-143.13416667,1,
"A65",57.53833333,-154.16444444,1,
"A66",60.90555556,-149.62388889,0,
"A66",60.90416667,-149.62388889,0,
"A66",60.90722222,-149.62277778,0,
"A66",60.90416667,-149.62388889,0,
"A66",60.90722222,-149.62277778,1,
"A67",57.84944444,-153.11527778,1,
"A69",55.74000000,-162.12527778,1,
"A6K",65.04472222,-145.42305556,1,
"A70",57.77416667,-153.54472222,1,
"A71",59.73833333,-151.03000000,1,
"A72",59.83333333,-152.58472222,1,
"A73",63.73250000,-148.91055556,1,
"A74",59.24111111,-151.87722222,1,
"A75",58.17194444,-152.89416667,1,
"A76",58.46444444,-152.59305556,1,
"A77",57.34333333,-152.89722222,1,
"A78",71.03000000,-154.44361111,1,
"A79",71.50166667,-154.03388889,1,
"A7K",62.03611111,-151.45222222,1,
"A80",70.57388889,-155.32138889,1,
"A81",70.66277778,-154.83666667,1,
"A82",60.69027778,-151.28888889,1,
"A83",59.37638889,-150.76500000,1,
"A84",63.75555556,-147.93000000,1,
"A85",61.85944444,-154.27666667,1,
"A87",58.58305556,-152.44583333,1,
"A89",59.92500000,-147.51666667,1,
"A8K",60.96166667,-151.33166667,1,
"A90",59.03916667,-158.46388889,1,
"A91",69.15555556,-163.49722222,1,
"A92",69.14805556,-163.51027778,1,
"A93",59.79166667,-151.26666667,1,
"A94",70.57416667,-155.31805556,1,
"A95",70.31194444,-153.24916667,1,
"A96",70.98083333,-157.09500000,1,
"A97",68.98555556,-163.47972222,1,
"A98",69.17083333,-163.25638889,1,
"A99",68.67666667,-162.64694444,1,
"AA1",59.95277778,-162.61694444,1,
"AA2",58.70944444,-157.07138889,1,
"AA4",59.63333333,-151.20833333,1,
"AA5",66.95583333,-155.61500000,1,
"AA7",65.67361111,-162.46416667,1,
"AA8",70.13750000,-147.03055556,1,
"AA9",61.53638889,-158.73888889,1,
"AAA",-17.35388889,-145.50972222,0,
"AAA",-17.35250000,-145.51000000,1,
"AAB",-26.70000000,141.04166667,1,
"AAC",31.07638889,33.83333333,0,
"AAC",31.07333333,33.83583333,1,
"AAD",18.05000000,30.93361111,1,
"AAE",36.82166667,7.81000000,0,
"AAE",36.82222222,7.80944444,0,
"AAE",36.82944444,7.81388889,1,
"AAF",29.72750000,-85.02750000,0,
"AAF",29.72750000,-85.02750000,0,
"AAF",29.72750000,-85.02750000,0,
"AAF",29.72750000,-85.02750000,1,
"AAH",50.82305556,6.18611111,0,
"AAH",50.82305556,6.18611111,0,
"AAH",50.82305556,6.18750000,0,
"AAH",50.82305556,6.18750000,0,
"AAH",50.82305556,6.18750000,0,
"AAH",50.82305556,6.18750000,1,
"AAI",-12.91666667,-46.93333333,0,
"AAI",-13.02500000,-46.88416667,0,
"AAI",-13.02583333,-46.88361111,0,
"AAI",-13.02500000,-46.88416667,0,
"AAI",-13.02583333,-46.88361111,1,
"AAL",57.09305556,9.85000000,0,
"AAL",57.09277778,9.84916667,0,
"AAL",57.09416667,9.85583333,1,
"AAM",-24.80833333,31.54166667,0,
"AAM",-24.81694444,31.54416667,1,
"AAN",24.26166667,55.60916667,0,
"AAN",24.26194444,55.60750000,0,
"AAN",24.26166667,55.60916667,1,
"AAO",9.43194444,-64.46388889,0,
"AAO",9.43027778,-64.47083333,0,
"AAO",9.43000000,-64.47083333,0,
"AAO",9.43027778,-64.47083333,0,
"AAO",9.43000000,-64.47083333,1,
"AAQ",44.90000000,37.31666667,0,
"AAQ",45.00222222,37.34722222,0,
"AAQ",45.00222222,37.34722222,0,
"AAQ",45.00222222,37.34722222,1,
"AAR",56.31027778,10.61805556,0,
"AAR",56.30388889,10.62000000,0,
"AAR",56.30000000,10.61888889,1,
"AAU",-13.51666667,-172.65000000,1,
"AAX",-19.56805556,-46.92916667,0,
"AAX",-19.56333333,-46.96027778,0,
"AAX",-19.56333333,-46.96027778,1,
"ABA",53.74000000,91.38500000,0,
"ABA",53.74000000,91.38500000,0,
"ABA",53.74000000,91.38527778,1,
"ABD",30.36611111,48.23222222,0,
"ABD",30.36611111,48.23222222,0,
"ABD",30.36527778,48.23305556,1,
"ABE",40.65472222,-75.43833333,0,
"ABE",40.65222222,-75.44027778,0,
"ABE",40.65222222,-75.44055556,0,
"ABE",40.65222222,-75.44027778,0,
"ABE",40.65222222,-75.44055556,0,
"ABE",40.65250000,-75.44027778,1,
"ABI",32.40944444,-99.67972222,0,
"ABI",32.41111111,-99.68166667,0,
"ABI",32.41138889,-99.68194444,1,
"ABJ",5.25555556,-3.92916667,0,
"ABJ",5.26138889,-3.92583333,0,
"ABJ",5.26138889,-3.92583333,0,
"ABJ",5.26138889,-3.92583333,0,
"ABJ",5.26138889,-3.92583333,0,
"ABJ",5.26138889,-3.92583333,1,
"ABK",6.73388889,44.26611111,0,
"ABK",6.73277778,44.24166667,0,
"ABK",6.73277778,44.24138889,0,
"ABK",6.73277778,44.24166667,0,
"ABK",6.73277778,44.24138889,1,
"ABL",67.08750000,-157.84583333,1,
"ABQ",35.04166667,-106.60638889,0,
"ABQ",35.04027778,-106.60916667,0,
"ABQ",35.03888889,-106.60833333,0,
"ABQ",35.04027778,-106.60916667,0,
"ABQ",35.03888889,-106.60833333,1,
"ABR",45.44972222,-98.42166667,0,
"ABR",45.44916667,-98.42194444,0,
"ABR",45.44833333,-98.42250000,0,
"ABR",45.44666667,-98.42250000,0,
"ABR",45.44916667,-98.42194444,0,
"ABR",45.44666667,-98.42250000,1,
"ABS",22.37222222,31.61527778,0,
"ABS",22.37472222,31.60944444,0,
"ABS",22.37583333,31.61166667,0,
"ABS",22.37472222,31.60944444,0,
"ABS",22.37583333,31.61166667,1,
"ABT",20.29611111,41.63416667,0,
"ABT",20.29611111,41.63416667,0,
"ABT",20.29611111,41.63416667,0,
"ABT",20.29611111,41.63416667,0,
"ABT",20.29833333,41.63583333,1,
"ABV",9.00555556,7.26611111,0,
"ABV",9.00666667,7.26305556,0,
"ABV",9.00666667,7.26305556,0,
"ABV",9.00666667,7.26305556,0,
"ABV",9.00666667,7.26305556,1,
"ABX",-36.06833333,146.97666667,0,
"ABX",-36.06777778,146.95805556,1,
"ABY",31.53222222,-84.19611111,0,
"ABY",31.53555556,-84.19444444,1,
"ABZ",57.20416667,-2.19861111,0,
"ABZ",57.20194444,-2.19777778,0,
"ABZ",57.20250000,-2.19805556,0,
"ABZ",57.20361111,-2.19916667,0,
"ABZ",57.20194444,-2.19777778,0,
"ABZ",57.20361111,-2.19916667,1,
"ACA",16.75555556,-99.76694444,0,
"ACA",16.75694444,-99.75388889,1,
"ACB",44.98472222,-85.19916667,0,
"ACB",44.98861111,-85.19833333,1,
"ACC",5.59527778,-0.17083333,0,
"ACC",5.60444444,-0.16750000,1,
"ACE",28.94250000,-13.60472222,0,
"ACE",28.94555556,-13.60527778,1,
"ACH",47.48527778,9.56000000,0,
"ACH",47.48500000,9.56000000,1,
"ACI",49.70694444,-2.21527778,0,
"ACI",49.70611111,-2.21472222,0,
"ACI",49.70666667,-2.21444444,0,
"ACI",49.70666667,-2.21472222,0,
"ACI",49.70611111,-2.21472222,0,
"ACI",49.70666667,-2.21472222,0,
"ACI",49.70694444,-2.21472222,1,
"ACK",41.25666667,-70.05972222,0,
"ACK",41.25305556,-70.06027778,0,
"ACK",41.25305556,-70.06000000,0,
"ACK",41.25305556,-70.06027778,0,
"ACK",41.25305556,-70.06000000,1,
"ACT",31.61138889,-97.22861111,0,
"ACT",31.61222222,-97.23027778,1,
"ACU",8.43333333,-77.96666667,1,
"ACV",40.97916667,-124.10750000,0,
"ACV",40.97805556,-124.10861111,0,
"ACV",40.97777778,-124.10833333,0,
"ACV",40.97777778,-124.10833333,0,
"ACV",40.97805556,-124.10861111,0,
"ACV",40.97777778,-124.10833333,1,
"ACY",39.45611111,-74.57805556,0,
"ACY",39.45666667,-74.57777778,0,
"ACY",39.45750000,-74.57805556,0,
"ACY",39.45750000,-74.57722222,1,
"ADA",36.98361111,35.28083333,0,
"ADA",36.98222222,35.28027778,1,
"ADB",38.29472222,27.16000000,0,
"ADB",38.29222222,27.15583333,1,
"ADC",-7.13611111,145.74416667,0,
"ADC",-7.13638889,145.74388889,0,
"ADC",-7.13722222,145.74500000,1,
"ADD",8.97805556,38.79944444,0,
"ADD",8.97805556,38.79944444,1,
"ADE",12.82777778,45.03055556,0,
"ADE",12.83444444,45.02888889,0,
"ADE",12.82944444,45.02888889,1,
"ADJ",31.97222222,35.99000000,0,
"ADJ",31.97222222,35.99000000,0,
"ADJ",31.97277778,35.99166667,1,
"ADK",51.88277778,-176.64472222,0,
"ADK",51.87805556,-176.64611111,0,
"ADK",51.87805556,-176.64583333,0,
"ADK",51.88361111,-176.64250000,0,
"ADK",51.87805556,-176.64611111,0,
"ADK",51.88361111,-176.64250000,1,
"ADL",-34.94833333,138.53472222,0,
"ADL",-34.94500000,138.53055556,1,
"ADM",34.30305556,-97.01972222,0,
"ADM",34.30416667,-97.02055556,0,
"ADM",34.30388889,-97.02055556,0,
"ADM",34.30416667,-97.02055556,0,
"ADM",34.30388889,-97.02055556,1,
"ADN",5.66666667,-75.88333333,0,
"ADN",5.69805556,-75.87972222,0,
"ADN",5.69777778,-75.88027778,0,
"ADN",5.69805556,-75.87972222,0,
"ADN",5.69777778,-75.88027778,1,
"ADO",-30.43777778,137.13722222,1,
"ADQ",57.75000000,-152.49388889,0,
"ADQ",57.74972222,-152.49388889,0,
"ADQ",57.75000000,-152.49388889,0,
"ADQ",57.74972222,-152.49388889,1,
"ADS",32.96833333,-96.83611111,0,
"ADS",32.96861111,-96.83638889,1,
"ADT",34.80416667,-96.67111111,0,
"ADT",34.80416667,-96.67111111,0,
"ADT",34.80416667,-96.67111111,0,
"ADT",34.80416667,-96.67111111,1,
"ADW",38.81083333,-76.86722222,0,
"ADW",38.81083333,-76.86694444,0,
"ADW",38.81083333,-76.86694444,0,
"ADW",38.81083333,-76.86694444,0,
"ADW",38.81083333,-76.86694444,1,
"ADX",56.37277778,-2.86833333,0,
"ADX",56.37277778,-2.86861111,0,
"ADX",56.37416667,-2.86861111,0,
"ADX",56.37277778,-2.86833333,0,
"ADX",56.37416667,-2.86861111,1,
"ADZ",12.58333333,-81.70000000,0,
"ADZ",12.58305556,-81.71166667,0,
"ADZ",12.58361111,-81.71138889,1,
"AE1",23.65138889,53.82333333,1,
"AE2",24.52444444,54.97611111,1,
"AED",58.03333333,-152.90000000,1,
"AEG",1.40000000,99.43055556,1,
"AEH",13.85138889,20.85083333,0,
"AEH",13.84694444,20.84361111,0,
"AEH",13.84750000,20.84333333,1,
"AEO",16.70916667,-9.63555556,0,
"AEO",16.71138889,-9.63777778,1,
"AEP",-34.55888889,-58.41583333,0,
"AEP",-34.55916667,-58.41583333,1,
"AER",43.45000000,39.93333333,0,
"AER",43.45000000,39.93333333,1,
"AES",62.56250000,6.10527778,0,
"AES",62.56111111,6.11416667,0,
"AES",62.56027778,6.11027778,1,
"AET",66.56166667,-152.65833333,0,
"AET",66.55194444,-152.62222222,1,
"AEX",31.32416667,-92.54694444,0,
"AEX",31.32750000,-92.54861111,1,
"AEY",65.65694444,-18.07222222,0,
"AEY",65.66000000,-18.07277778,0,
"AEY",65.65666667,-18.07194444,0,
"AEY",65.66000000,-18.07277778,0,
"AEY",65.65666667,-18.07194444,1,
"AF1",34.94611111,69.26500000,0,
"AF2",31.85694444,64.22111111,0,
"AF2",31.85694444,64.22083333,0,
"AF2",31.85027778,64.22361111,0,
"AF2",31.85694444,64.22083333,0,
"AF2",31.85027778,64.22361111,1,
"AF3",31.09194444,64.06694444,0,
"AF3",31.08972222,64.06638889,0,
"AF3",31.09194444,64.06694444,1,
"AF4",33.39222222,62.26111111,1,
"AFA",-34.58916667,-68.40055556,0,
"AFA",-34.58777778,-68.40333333,0,
"AFA",-34.58861111,-68.40277778,0,
"AFA",-34.58777778,-68.40361111,0,
"AFA",-34.58777778,-68.40333333,0,
"AFA",-34.58777778,-68.40361111,1,
"AFF",38.96972222,-104.81250000,0,
"AFF",38.96972222,-104.81277778,0,
"AFF",38.97416667,-104.81777778,0,
"AFF",38.96972222,-104.81277778,0,
"AFF",38.97416667,-104.81777778,1,
"AFK",40.60694444,-95.86583333,0,
"AFK",40.60555556,-95.86777778,0,
"AFK",40.60638889,-95.86666667,0,
"AFK",40.60666667,-95.86666667,0,
"AFK",40.60555556,-95.86777778,0,
"AFK",40.60666667,-95.86666667,1,
"AFO",42.71666667,-110.93333333,0,
"AFO",42.70888889,-110.94222222,1,
"AFP",35.02388889,-80.08138889,0,
"AFP",35.02055556,-80.07722222,0,
"AFP",35.02055556,-80.07722222,0,
"AFP",35.02055556,-80.07722222,0,
"AFP",35.02055556,-80.07722222,1,
"AFU",25.11583333,51.31527778,0,
"AFW",32.98666667,-97.31750000,0,
"AFW",32.98777778,-97.31888889,0,
"AFW",32.98750000,-97.31888889,0,
"AFW",32.98944444,-97.31944444,0,
"AFW",32.98777778,-97.31888889,0,
"AFW",32.98944444,-97.31944444,0,
"AFW",32.99027778,-97.31944444,1,
"AFY",38.73500000,30.59555556,0,
"AFY",38.72638889,30.60111111,1,
"AGA",30.38055556,-9.54583333,0,
"AGA",30.38138889,-9.54611111,1,
"AGB",48.42611111,10.93305556,0,
"AGB",48.42444444,10.93222222,0,
"AGB",48.42527778,10.93194444,1,
"AGC",40.35472222,-79.93000000,0,
"AGC",40.35472222,-79.93000000,0,
"AGC",40.35444444,-79.93027778,0,
"AGC",40.35444444,-79.92916667,0,
"AGC",40.35444444,-79.93027778,0,
"AGC",40.35444444,-79.92916667,1,
"AGF",44.17361111,0.59861111,0,
"AGF",44.17388889,0.59305556,0,
"AGF",44.17388889,0.59305556,0,
"AGF",44.17472222,0.59055556,0,
"AGF",44.17388889,0.59305556,0,
"AGF",44.17472222,0.59055556,0,
"AGF",44.17388889,0.59305556,1,
"AGG",-4.06583333,144.07388889,1,
"AGH",56.29305556,12.86250000,0,
"AGH",56.29583333,12.84972222,0,
"AGH",56.29166667,12.85500000,0,
"AGH",56.29111111,12.85500000,0,
"AGH",56.29166667,12.85500000,0,
"AGH",56.29111111,12.85500000,1,
"AGK",-6.40333333,143.84666667,1,
"AGL",-9.34027778,149.15527778,0,
"AGL",-9.33750000,149.15555556,1,
"AGN",57.50388889,-134.58333333,1,
"AGP",36.67166667,-4.49805556,0,
"AGP",36.67500000,-4.49916667,0,
"AGP",36.67972222,-4.49583333,0,
"AGP",36.68000000,-4.49583333,0,
"AGP",36.68000000,-4.49583333,0,
"AGP",36.67500000,-4.49916667,0,
"AGP",36.68000000,-4.49583333,0,
"AGP",36.67972222,-4.49583333,1,
"AGQ",38.60416667,21.35194444,0,
"AGQ",38.60194444,21.35111111,1,
"AGR",27.15833333,77.96277778,0,
"AGR",27.15777778,77.96083333,1,
"AGS",33.36916667,-81.96444444,0,
"AGS",33.36916667,-81.96444444,0,
"AGS",33.37000000,-81.96444444,1,
"AGT",-25.45555556,-54.84361111,1,
"AGU",21.70555556,-102.31777778,0,
"AGU",21.70083333,-102.31805556,0,
"AGU",21.70555556,-102.31777778,1,
"AGV",9.55222222,-69.23333333,0,
"AGV",9.55333333,-69.23750000,1,
"AGX",10.83333333,72.20000000,1,
"AHA",26.19194444,127.64777778,1,
"AHB",18.23861111,42.65500000,0,
"AHB",18.24027778,42.65666667,0,
"AHB",18.24027778,42.65638889,0,
"AHB",18.24027778,42.65666667,0,
"AHB",18.24027778,42.65638889,1,
"AHD",34.14694444,-97.12277778,0,
"AHD",34.14694444,-97.12277778,1,
"AHN",33.94833333,-83.32694444,0,
"AHN",33.94861111,-83.32638889,0,
"AHN",33.94861111,-83.32583333,0,
"AHN",33.94861111,-83.32638889,0,
"AHN",33.94861111,-83.32583333,1,
"AHO",40.63055556,8.28888889,0,
"AHO",40.63222222,8.29083333,0,
"AHO",40.63222222,8.29083333,0,
"AHO",40.63222222,8.29083333,0,
"AHO",40.63222222,8.29083333,0,
"AHO",40.63222222,8.29083333,1,
"AHS",15.47277778,-84.35138889,0,
"AHS",15.47277778,-84.35305556,0,
"AHS",15.47277778,-84.35305556,0,
"AHS",15.47277778,-84.35305556,0,
"AHS",15.47277778,-84.35305556,1,
"AHT",51.37861111,179.25861111,1,
"AHU",35.17972222,-3.83694444,0,
"AHU",35.17722222,-3.83944444,1,
"AIA",42.05166667,-102.80666667,0,
"AIA",42.05333333,-102.80388889,0,
"AIA",42.05333333,-102.80361111,0,
"AIA",42.05333333,-102.80388889,0,
"AIA",42.05333333,-102.80361111,1,
"AIB",56.19000000,-132.44583333,1,
"AID",40.10861111,-85.61305556,0,
"AID",40.10861111,-85.61305556,1,
"AIK",33.65000000,-81.68472222,0,
"AIK",33.64944444,-81.68500000,0,
"AIK",33.64944444,-81.68500000,1,
"AIN",70.63055556,-160.04305556,0,
"AIN",70.63805556,-159.99472222,1,
"AIO",41.40388889,-95.04861111,1,
"AIT",-18.85000000,-159.75000000,0,
"AIT",-18.83722222,-159.76111111,0,
"AIT",-18.83750000,-159.76111111,0,
"AIT",-18.83694444,-159.76083333,0,
"AIT",-18.83722222,-159.76111111,0,
"AIT",-18.83694444,-159.76083333,0,
"AIT",-18.83694444,-159.76111111,1,
"AIY",39.36000000,-74.46000000,0,
"AIY",39.36000000,-74.45722222,1,
"AIZ",38.09833333,-92.54722222,0,
"AIZ",38.09611111,-92.54944444,1,
"AJA",41.92416667,8.80305556,0,
"AJA",41.92166667,8.80111111,0,
"AJA",41.92166667,8.80111111,0,
"AJA",41.92388889,8.80250000,0,
"AJA",41.92166667,8.80111111,0,
"AJA",41.92388889,8.80250000,1,
"AJF",29.80000000,40.06666667,0,
"AJF",29.78500000,40.10000000,1,
"AJJ",19.73055556,-14.37444444,0,
"AJJ",19.72805556,-14.38527778,1,
"AJL",23.84055556,92.61972222,1,
"AJN",-12.12638889,44.42972222,0,
"AJN",-12.13222222,44.43027778,0,
"AJN",-12.13111111,44.43055556,0,
"AJN",-12.13222222,44.43027778,0,
"AJN",-12.13111111,44.43055556,1,
"AJR",65.58611111,19.28250000,0,
"AJR",65.59027778,19.28194444,0,
"AJR",65.59166667,19.27750000,1,
"AJU",-10.98388889,-37.07027778,0,
"AJU",-10.98388889,-37.07027778,1,
"AJY",16.96416667,7.99305556,0,
"AJY",16.96611111,8.00027778,0,
"AJY",16.96611111,8.00000000,0,
"AJY",16.96611111,8.00000000,0,
"AJY",16.96611111,8.00027778,0,
"AJY",16.96611111,8.00000000,0,
"AJY",16.96083333,8.00916667,1,
"AK1",65.77277778,-165.89027778,1,
"AK2",60.71027778,-151.72111111,1,
"AK3",64.19805556,-147.92861111,1,
"AK4",67.58055556,-148.16472222,1,
"AK5",70.37027778,-150.42111111,1,
"AK6",64.07138889,-148.00000000,1,
"AK7",65.47722222,-150.05083333,1,
"AK8",60.43333333,-151.48333333,1,
"AK9",55.73333333,-132.43333333,1,
"AKB",52.22027778,-174.20694444,0,
"AKB",52.22055556,-174.20611111,1,
"AKC",41.03750000,-81.46694444,1,
"AKF",24.20000000,23.33333333,0,
"AKF",24.17888889,23.31388889,0,
"AKF",24.17888889,23.31388889,1,
"AKH",24.06333333,47.58055556,0,
"AKH",24.06805556,47.58194444,0,
"AKH",24.07055556,47.56222222,1,
"AKI",60.90555556,-161.22333333,0,
"AKI",60.90277778,-161.23055556,1,
"AKJ",43.67083333,142.45166667,0,
"AKJ",43.67083333,142.45138889,0,
"AKJ",43.67083333,142.44750000,1,
"AKK",56.94500000,-154.16666667,0,
"AKK",56.93861111,-154.18250000,1,
"AKL",-37.01111111,174.79916667,0,
"AKL",-37.00805556,174.79166667,0,
"AKL",-37.01194444,174.78638889,1,
"AKN",58.67777778,-156.65166667,0,
"AKN",58.67638889,-156.64861111,1,
"AKO",40.17555556,-103.22222222,0,
"AKO",40.17555556,-103.22194444,1,
"AKP",68.13750000,-151.74000000,0,
"AKP",68.13361111,-151.74333333,1,
"AKR",7.25833333,5.30416667,0,
"AKR",7.24666667,5.30111111,1,
"AKS",-8.69777778,160.68083333,0,
"AKS",-8.70250000,160.68166667,0,
"AKS",-8.70250000,160.68166667,0,
"AKS",-8.70250000,160.68166667,1,
"AKT",34.59027778,32.98750000,0,
"AKT",34.59027778,32.98777778,1,
"AKX",50.25000000,57.21666667,0,
"AKX",50.25000000,57.21666667,1,
"AKY",20.13027778,92.88027778,0,
"AKY",20.13027778,92.88027778,0,
"AKY",20.13277778,92.87250000,0,
"AKY",20.13333333,92.87055556,1,
"AL1",34.22916667,-86.25583333,1,
"AL2",33.17694444,-86.78277778,0,
"AL2",33.17777778,-86.78333333,1,
"AL3",34.86138889,-86.55750000,0,
"AL3",34.85944444,-86.55750000,0,
"AL3",34.85944444,-86.55750000,0,
"AL3",34.86138889,-86.55750000,0,
"AL3",34.85944444,-86.55750000,0,
"AL3",34.85944444,-86.55750000,1,
"AL4",31.30888889,-86.39388889,0,
"AL4",31.30833333,-86.39222222,1,
"AL5",32.46388889,-87.95416667,0,
"AL5",32.46388889,-87.95416667,0,
"AL5",32.46388889,-87.95416667,0,
"AL5",32.46388889,-87.95416667,1,
"AL6",30.46055556,-87.87694444,1,
"AL7",33.90194444,-87.31388889,1,
"AL8",34.68861111,-86.00583333,0,
"AL8",34.68722222,-86.00500000,0,
"AL8",34.68861111,-86.00583333,1,
"AL9",33.17194444,-86.30555556,1,
"ALA",43.35000000,77.03333333,0,
"ALA",43.35000000,77.03333333,0,
"ALA",43.35555556,77.04388889,1,
"ALB",42.74583333,-73.80527778,0,
"ALB",42.74916667,-73.80194444,1,
"ALC",38.28250000,-0.55833333,0,
"ALC",38.28222222,-0.55805556,0,
"ALC",38.28361111,-0.55861111,0,
"ALC",38.28222222,-0.55805556,0,
"ALC",38.28222222,-0.55805556,0,
"ALC",38.28222222,-0.55805556,1,
"ALE",30.38416667,-103.68305556,0,
"ALE",30.38416667,-103.68361111,1,
"ALF",69.97611111,23.38055556,0,
"ALF",69.97611111,23.37166667,0,
"ALF",69.97750000,23.36472222,0,
"ALF",69.97611111,23.37166667,0,
"ALF",69.97750000,23.36472222,1,
"ALG",36.69333333,3.21722222,0,
"ALG",36.69111111,3.21527778,0,
"ALG",36.69083333,3.21555556,0,
"ALG",36.69250000,3.21500000,0,
"ALG",36.69111111,3.21527778,0,
"ALG",36.69250000,3.21500000,1,
"ALH",-34.94500000,117.80583333,0,
"ALH",-34.94333333,117.80888889,1,
"ALI",27.74083333,-98.02722222,0,
"ALI",27.74083333,-98.02694444,1,
"ALJ",-28.56722222,16.53638889,0,
"ALJ",-28.57500000,16.53333333,1,
"ALK",7.58333333,39.06666667,1,
"ALM",32.83972222,-105.99000000,0,
"ALM",32.84000000,-105.99055556,0,
"ALM",32.84138889,-105.98888889,0,
"ALM",32.83944444,-105.99111111,0,
"ALM",32.84000000,-105.99055556,0,
"ALM",32.83944444,-105.99111111,1,
"ALN",38.89166667,-90.04833333,0,
"ALN",38.89000000,-90.04611111,1,
"ALO",42.55611111,-92.39972222,0,
"ALO",42.55694444,-92.40027778,1,
"ALP",36.18083333,37.22666667,0,
